ID;RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;SEXO;DIRECCION;NRO;COMUNA;POSEE_LICENCIA;LICENCIA;ANTEOJOS
637;10499174;2;VIVIANA;FRIVOLA;GONZALEZ;15;11;2007;1;IGNACIO CARRERA PINTO;8913;LA PINTANA;1;A;0
638;4466060;1;MARTA;LOPEZ;VIDAL;27;1;1986;1;BARTOLOME DIAZ;4095;SAN BERNARDO;1;C;0
639;13058207;9;ALEJANDRA;URRUTIA;MARTINEZ;6;10;1995;1;UCRANIA;7495;CERRILLOS;0; ;1
640;21177679;K;ANDRES;CARRAZCO;JAVIER;28;10;1998;2;RIO VALDIVIA;4801;QUILICURA;1;B;0
641;14484816;0;CLARA;FUENTES;VASQUEZ;5;5;1996;1;BUTACO;616;PUDAHUEL;0; ;1
642;18614794;4;CAMILA;GUTIERREZ;CAROCA;17;11;1992;1;VICUNA ROSAS;3969;CERRO NAVIA;1;C;0
643;17958523;5;CATHERINE;ORTEGA;JAUREGUI;14;7;1988;1;SAN PABLO;6939;SANTIAGO;1;C;0
644;13541808;0;RICHARD;SALINAS;PAEZ;18;10;1998;2;MAUVIDANCHE;9180;PUENTE ALTO;0; ;0
645;7692992;0;ALBERTO;HERRERA;PIZARRO;16;3;1986;2;SAN DANIEL;2273;PUDAHUEL;1;A;0
646;15039536;4;DARWIN;BRUNA;TAPIA;21;9;1987;2;TENERIFE;4887;CERRO NAVIA;0; ;0
647;9211914;9;MANUEL;ZUÑIGA;PIZARRO;12;11;1994;2;MARIA AUXILIADORA;8034;SAN MIGUEL;1;B;0
648;12827330;1;SANDRA;FARIAS;OJEDA;13;4;1991;1;DIVINO MAESTRO;6117;CERRILLOS;1;B;0
649;15563277;1;GERARDO;HERNANDEZ;HERNANDEZ;24;7;1993;2;BALMACEDA;5591;PUENTE ALTO;1;C;0
650;11569416;2;EDITH;AEDO;GONZALEZ;27;12;1995;1;GUAFO;7411;SAN BERNARDO;1;B;0
651;6196974;8;ORLANDINA;QUIÑONES;NUÑEZ;27;8;2005;1;PADRE HURTADO;2167;ESTACION CENTRAL;1;B;0
652;11011746;9;GLORIA;TAPIA;TAPIA;19;3;2008;1;SAN DANIEL;3887;PUDAHUEL;1;A;0
653;14376812;0;MICHELL;GONZALEZ;LIZANA;8;2;1985;2;PJE. SANTA RITA;8518;LO BARNECHEA;1;C;0
654;18153118;5;SILVANA;HINOJOSA;TOLEDO;15;6;1991;1;CELANOVA;9497;LA PINTANA;1;C;0
655;19310106;2;NICOLAS;PIZARRO;CAMUS;7;12;1984;2;LAGO BOLSENA;7671;MAIPU;1;A;0
656;6222608;0;ELBA;AGUILERA;AGURTO;19;11;1981;1;JORGE HIRMAS;6749;RENCA;1;B;1
657;16457429;6;DEISY;SEPULVEDA;CABELLO;30;4;2004;1;SAN PABLO;844;QUINTA NORMAL;1;A;0
658;17109946;3;MARIA;BAHAMONDES;GALDAMEZ;2;5;1988;1;JULIO CESAR;2216;LA FLORIDA;0; ;1
659;3186589;1;LUCY;JAURE;SOTO;29;7;1985;1;ROSAS;5810;SANTIAGO;1;A;0
660;6610760;4;ELENA;VILLEGAS;ALVAREZ;14;1;2003;1;MARIA ELENA ESQ. SANTA RAQUEL;4882;LA FLORIDA;1;C;0
661;11208194;1;IRIS;PUEBLA;SOTO;8;11;2006;1;MARCOLETA;545;SANTIAGO;0; ;0
662;17109089;K;CINTIA;CORTES;CARVAJAL;9;2;1989;1;TOCONAO;726;QUILICURA;1;B;0
663;11203625;3;ROSA;LEIVA;CABRALES;2;2;1996;1;PJE.;6382;LO ESPEJO;0; ;0
664;12958518;8;JUAN;MUÑOZ;PEÑA;9;5;1989;2;ICTINOS;5374;PEÑALOLEN;1;C;0
665;7040905;4;OSCAR;ALARCON;HIDALGO;1;9;2006;2;SPRINGHILL;3730;SAN JOAQUIN;1;C;0
666;12115883;3;MICHEL;ARANCIBIA;GUERRA;20;1;2005;2;VALENZUELA LLANOS;9636;LA REINA;1;C;0
667;10492213;9;MARIA;CORREA;PONCE;2;8;2001;1;LAS VERBENAS;4546;LA GRANJA;1;C;0
668;11433640;8;JUAN;JERIA;HURTADO;5;11;1994;2;LUIS INFANTE CERDA;5730;ESTACION CENTRAL;1;C;0
669;18946703;6;REGINA;TORRES;AVILA;27;11;1982;1;TOME;3645;PUENTE ALTO;1;A;0
670;19708469;3;CONSTANZA;BARRERA;TAPIA;27;3;1990;1;AV. CARDENAL JOSE MARIA CARO;9396;CONCHALI;1;A;0
671;7045148;4;MIGUEL;GARCIA;CAMUS;8;1;1991;2;ALFA CENTAURO;8601;PUDAHUEL;1;A;0
672;13337934;7;PAOLA;ZAPATA;ZAPATA;14;8;1989;1;TENIENTE LUIS CRUZ MARTINEZ;406;LA PINTANA;1;A;0
673;12865272;8;JOSE;MOLINA;CACERES;19;5;1988;2;JOSE JOAQUIN PEREZ;5528;RENCA;0; ;0
674;18246850;9;JOSE;CARES;VILCH;29;7;1995;2;VICUNA MACKENNA;1557;LA CISTERNA;1;C;0
675;10201023;K;SORAYA;CONTRERAS;GONZALEZ;11;1;2000;1;EL CARMELO;8608;ESTACION CENTRAL;1;A;1
676;8716701;1;BELLA;ZUBICUETA;ROJAS;23;2;1991;1;RENE OLIVARES BECERRA;7913;MAIPU;1;B;0
677;13196822;1;DANIEL;ZUÑIGA;SILVA;23;4;1985;2;TURQUESA;8357;LA FLORIDA;1;A;1
678;11685728;6;HERNAN;NOVOA;ITURRA;5;9;2008;2;CARACAS;608;PEÑALOLEN;1;A;0
679;17087350;5;MARIA;BRAVO;DIAZ;15;12;1986;1;LAS INDUSTRIAS;2948;SAN JOAQUIN;1;B;0
680;12485443;1;KAREN;GUZMAN;VELASQUEZ;5;2;1986;1;EL PILLAN;1538;LA PINTANA;1;A;0
681;8009425;6;MARIA;ABARCA;MORALES;6;1;2004;1;PANGAL;5502;MAIPU;1;A;1
682;7812030;4;VICTOR;CORDERO;SOTO;21;9;2000;2;LAS PARCELAS;2590;PEÑALOLEN;1;B;0
683;11336715;6;JORGE;SEPULVEDA;ASTORGA;12;9;2005;2;SAN JORGE;6024;LA FLORIDA;0; ;0
684;18563192;3;KARLA;RIVEROS;AGUILAR;4;6;1988;1;PADRE TADEO;823;QUINTA NORMAL;1;C;0
685;12958421;1;MARIA;CONTRERAS;ROSAS;14;10;1990;1;STA. ELENA;8481;MAIPU;1;A;0
686;15602577;1;TAMARA;MIRANDA;MORENO;19;2;1985;1;AV. EL PARRON;7818;LA CISTERNA;1;C;1
687;13196839;6;GLORIA;SANCHEZ;COVARRUBIAS;15;6;1987;1;LASTRA;4193;INDEPENDENCIA;1;A;0
688;8844657;7;ALICIA;ALVAREZ;MORA;1;7;1992;1;MAC IVER FRENTE AL;4889;SANTIAGO;1;C;0
689;16803648;5;JUAN;RIVERO;VINET;23;7;1990;2;PJE. JOSE READY;9815;SAN MIGUEL;1;C;0
690;8546509;0;DANIEL;FIGUEROA;BARRAZA;8;6;1989;2;MEXICO;2441;LA FLORIDA;1;C;0
691;11262688;3;MARISOL;PULGAR;SAAVEDRA;14;9;2001;1;AV. DEPARTAMENTAL;2687;LA FLORIDA;1;B;0
692;14124759;K;CRISTINA;ACEVEDO;RUBILAR;27;10;1989;1;JAVIERA SALAS;7718;ESTACION CENTRAL;1;C;0
693;17623666;3;SANDRA;ARAYA;PONCE;29;8;2003;1;EL ACERO;1322;LA FLORIDA;1;B;0
694;10556696;4;LUIS;GALAZ;OPAZO;14;3;2003;2;LOS NOGALES;4950;LA FLORIDA;1;B;0
695;18127073;K;ALEXANDRA;OLIVARES;GOMEZ;14;5;1996;1;VALPARAISO;786;LO ESPEJO;0; ;0
696;6855160;9;BLANCA;MANSILLA;CARE;24;10;2000;1;JOAQUIN EDWARDS BELLO;5652;LA GRANJA;1;C;0
697;4462084;7;EULOGIO;VALLE;ALVAREZ;1;3;1999;2;PABLO URZUA;4731;INDEPENDENCIA;1;A;1
698;19162514;5;PATRICIO;CARO;IBAÑEZ;25;6;2000;2;LA CAPILLA;9180;LA PINTANA;1;C;0
699;12878788;7;MARIA;FERNANDEZ;DONOSO;18;9;1996;1;GRAN AVENIDA JOSE MIGUEL CARRERA;4895;SAN BERNARDO;1;B;0
700;12958417;3;PATRICIO;ORTIZ;BERRIOS;8;8;2000;2;ARAUCO;7197;SANTIAGO;0; ;0
701;5602464;6;JUAN;VARAS;VARAS;20;9;1996;2;SEGUNDA TRANSVERSAL;698;MAIPU;1;B;0
702;15360815;6;GREGORIA;MORENO;ESPINOZA;4;8;1994;1;ESCUELA AGRICOLA FRENTE AL;5251;MACUL;1;C;0
703;8576632;5;TERESA;RAMOS;VICENCIO;15;5;1992;1;PJE. BATALLA DE RANCAGUA;9051;MAIPU;1;C;1
704;8518512;8;HUGO;CAMPOS;PINO;26;3;1976;2;QUILHUIRI;2889;MACUL;1;A;0
705;19214194;K;DANIEL;DONOSO;RIVERA;2;3;2008;2;MAYOR ABE;6045;MACUL;1;A;0
706;13888786;3;LISBETH;GARRIDO;CARRASCO;22;8;1988;1;RIO DOURO;673;CERRO NAVIA;0; ;0
707;4282861;0;VERONICA;ACEVEDO;FRIAS;11;3;1990;1;SANTA LUISA;8566;QUILICURA;1;B;0
708;5714266;9;LORENZA;CARVAJAL;PIZARRO;15;12;1992;1;MAXIMO GORKI;5204;CERRO NAVIA;1;A;0
709;19260704;3;JUAN;ROJAS;CONTRERAS;20;2;1987;2;ACAPULCO;2352;LO ESPEJO;1;A;0
710;10846527;1;MANUEL;HIDALGO;MELLA;3;2;1995;2;LA VALLEJA;5859;RECOLETA;0; ;0
711;8223258;3;JOSE;VALLE;CASANOVA;21;6;1982;2;RAMON TORO IBAÑEZ;4319;MACUL;0; ;0
712;12342929;K;HECTOR;BAHAMONDE;MANSILLA;3;12;2005;2;LAS PARCELAS;723;LA GRANJA;1;B;1
713;19764706;K;ALEX;RAMIREZ;RUBILAR;20;7;2004;2;SAGRADA FAMILIA;2500;PUENTE ALTO;1;B;0
714;7925073;2;BENJAMIN;ARENAS;ARENAS;11;5;2002;2;COLON;1190;INDEPENDENCIA;1;B;0
715;19260653;5;YONARA;MARIPANGUI;OLIVARES;22;9;1994;1;ISABEL LA CATOLICA;3161;LAS CONDES;1;A;0
716;5736611;7;HUGO;REGULAR;HURTADO;18;6;2001;2;GUADALAJARA;4279;PUDAHUEL;1;C;0
717;18151755;7;JUDITH;ROBLES;CABRERA;14;12;1987;1;LOS OLMOS;5514;MACUL;1;A;0
718;10545966;1;ANA;ASTORGA;PARRA;1;3;1991;1;ANGEL PIMENTEL;8051;PUENTE ALTO;1;B;0
719;13037502;2;TABITA;BRAVO;ROJAS;8;5;2002;1;LO ESPINOZA;388;QUINTA NORMAL;1;C;0
720;15374637;0;SERGIO;CAVIERES;DONAIRE;30;9;1992;2;TRECE PONIENTE;7407;LA GRANJA;0; ;1
721;12827305;0;PAOLA;DIAZ;MONTENEGRO;16;9;1986;1;DOCE DE OCTUBRE;9041;PUDAHUEL;1;A;0
722;12353524;3;MAURICIO;ZAMORA;CASTILLO;31;12;1986;2;LAS ROSAS;7324;QUILICURA;1;C;0
723;18331187;5;DANIELA;SANDOVAL;LOPEZ;22;10;1988;1;FELIX MARGOZ;2573;CERRILLOS;1;B;0
724;7043352;4;AURISTELA;CARVAJAL;PIZARRO;18;11;1993;1;ARTURO PRAT;2028;SANTIAGO;1;A;0
725;5542446;2;JULIO;SEGOVIA;MANZUR;1;11;1975;2;VOLCAN OSORNO;500;RENCA;0; ;0
726;15410046;6;CRISTIAN;MOLINA;AHUMADA;12;8;1999;2;PADRE LORENZO EITING;5926;QUINTA NORMAL;1;A;1
727;16059586;8;OSCAR;ALVAREZ;CORTES;9;4;2007;2;BUZETA;528;CERRILLOS;1;B;0
728;13196830;2;CRISTIAN;FERNANDEZ;ALARCON;25;5;1986;2;HECTOR ORREGO;9952;CERRILLOS;0; ;0
729;2039291;6;BERTA;GALVEZ;SILVA;3;9;2002;1;SAMOS;1823;PUDAHUEL;1;C;0
730;17273588;6;JOSE;MORALES;VILLARROEL;16;2;1985;2;ARGELIA;6848;QUILICURA;1;A;0
731;8744954;8;NESHMI;ABARCA;ROMERO;3;12;1991;1;PJE. KASAMA;6276;CERRO NAVIA;1;A;0
732;13547617;K;JOSE;MARTINEZ;ALVAREZ;6;7;1987;2;COLBUN;5957;SAN BERNARDO;1;C;0
733;18991832;1;MICHELLE;MORA;MUÑOZ;7;6;1984;1;LO OVALLE;3644;QUILICURA;1;C;0
734;10150606;1;SANDRA;MORENO;MIRANDA;13;10;2003;1;LOS BAQUEANOS;5090;PEÑALOLEN;1;A;1
735;10492366;6;RAFAEL;ESTAY;PEREZ;9;2;1999;2;AV. OBSERVATORIO;1752;EL BOSQUE;1;C;0
736;12260212;5;LORENA;SALINAS;RAMOS;18;11;1996;1;ESCUADRA NACIONAL;5298;MAIPU;1;C;0
737;17105921;6;NICOL;GUZMAN;MONSALVE;8;2;2005;1;ISLA DE PASCUA;1010;PEDRO AGUIRRE CERDA;1;A;1
738;17338668;0;MARIO;NARANJO;DONAIRE;19;7;1996;2;NOCEDAL;9074;PUENTE ALTO;1;C;0
739;7218842;K;MARIA;PAEZ;GUZMAN;2;12;1989;1;LOS MANUTARAS;8499;PUDAHUEL;1;C;0
740;10108578;3;GISELA;PARDO;OSSES;10;5;1985;1;RADAL;2833;ESTACION CENTRAL;1;C;0
741;13443290;K;VICTOR;ALFARO;MARIPANGUI;11;12;1986;2;DIAGONAL SANTA IRENE;9354;LA FLORIDA;1;C;0
742;4487419;9;ANA;RIOS;DURAN;10;1;1990;1;FREIRE;5441;SAN BERNARDO;1;B;0
743;11853364;K;NAYADE;GARCIA;GARCIA;16;4;2004;1;PADRE VICENTE IRARRAZABAL;6560;ESTACION CENTRAL;1;B;0
744;17622239;5;CRISTIAN;ESTAY;AYALA;25;10;2002;2;VOLCAN LLAIMA;8553;LA FLORIDA;1;A;1
745;9498794;6;MIRIAM;PUEBLA;TORO;15;9;1987;1;PJE. CALISAMA;3133;HUECHURABA;0; ;0
746;19708501;0;JEAN;VARGAS;VARGAS;21;1;1999;2;EL VALLE;1369;PEÑALOLEN;1;B;0
747;9602254;9;JOSE;CARVAJAL;ALLENDES;18;2;1993;2;SAN CARLOS DE APOQUINDO;5363;LAS CONDES;1;A;0
748;4956878;9;CARLOS;CORDOVA;REYES;7;8;2002;2;LAGUNA SAN RAFAEL;1173;PUDAHUEL;0; ;0
749;18949482;3;OSCAR;FABREGA;TORO;28;4;1992;2;AV. EL CONQUISTADOR;6569;MAIPU;1;A;0
750;19788300;6;CONSTANZA;REYES;VASQUEZ;18;12;2000;1;JOSE MIGUEL DE LA BARRA;1221;SANTIAGO;1;A;0
751;19112978;4;MANUEL;DURAN;NAVARRO;20;9;1996;2;EL PATIO;6692;PUENTE ALTO;1;C;0
752;12480069;2;KARINA;GRANDON;RAMIREZ;29;9;1986;1;PJE. SORTILEGIO;9637;CERRO NAVIA;1;A;0
753;7070625;3;MARGARITA;NARANJO;ASTORGA;3;4;2006;1;FLORENCIA;1693;CERRO NAVIA;1;C;0
754;19259986;5;VALENTINA;ORTEGA;LEON;20;5;1983;1;SAN DIEGO;851;SANTIAGO;1;C;0
755;8772402;6;NELLY;ACEVEDO;MEDINA;9;7;2007;1;BARROS ARANA;2738;SAN BERNARDO;1;A;0
756;11210113;6;PATRICIO;MARTINEZ;MENA;4;3;1990;2;FAUSTINO SARMIENTO;6244;ÑUÑOA;0; ;0
757;6404229;7;JOSE;LOBOS;VIZCARRA;8;11;1989;2;BACTERIOLOGICO;9409;LA FLORIDA;1;A;1
758;16839457;8;CAMILO;VILLARROEL;MELLA;28;10;1991;2;SAN FRANCISCO;6349;SANTIAGO;1;A;0
759;5130351;2;AMADA;ROSAS;MACIAS;2;10;2007;1;NUEVA UNO;5096;ÑUÑOA;0; ;0
760;4713470;6;CRISTINA;FABREGA;ACEVEDO;10;6;1964;1;PJE. COLOSO;7968;RENCA;1;B;1
761;10994544;7;VICTOR;FIGUEROA;SILVA;24;5;1991;2;LOS RETAMOS;5122;HUECHURABA;0; ;0
762;8351644;5;JACQUELINE;JOHNSON;GARRIDO;12;4;2003;1;VICUÑA MACKENNA;2300;PROVIDENCIA;1;C;1
763;11989978;8;MARCELO;CORROTEA;MONASTERIO;14;7;2007;2;LA BANDERA;7316;SAN RAMON;1;A;0
764;8247139;1;LUIS;DUARTE;GAETE;12;3;1993;2;LUIS CRUZ MARTINEZ;5689;ESTACION CENTRAL;1;A;1
765;5491007;K;VICTOR;RAMOS;BAEZA;16;4;1989;2;VECINAL NORTE;586;EL BOSQUE;1;A;0
766;11730971;1;MARCIAL;AYALA;VELIZ;4;11;1986;2;PUYEHUE;4077;PROVIDENCIA;1;B;0
767;11522836;6;NOLBERTO;CABELLO;LEON;6;5;2006;2;PROFESOR FUENTES MATURANA;3669;QUINTA NORMAL;0; ;0
768;4072936;4;DELFIN;OYANEDEL;ARAVENA;6;12;1985;2;PANGAL;7972;MAIPU;1;B;1
769;20328367;9;BRYAN;MUÑOZ;VIDAL;5;7;1977;2;LAS NIEVES;8618;PUENTE ALTO;0; ;0
770;7034546;3;RAFAEL;PEÑA;OVALLE;6;4;1978;2;MANUEL ANTONIO MATTA;3603;QUILICURA;1;B;0
771;9527389;0;VICTOR;MENA;ARAVENA;29;12;1993;2;PIRAMIDE B;7009;SAN JOAQUIN;1;B;0
772;9451644;7;AQUILES;LEIVA;TAMAYO;8;4;1998;2;AV. PROVIDENCIA;7587;PROVIDENCIA;1;C;0
773;7676454;9;HERMINIA;BRITO;GONZALEZ;5;4;1987;1;LAS PETUNIAS;4711;HUECHURABA;1;A;0
774;14128333;2;DANIEL;CARRASCO;SANDOVAL;21;11;1983;2;AV. LOS ZAPADORES;2298;CONCHALI;1;A;0
775;8537355;2;JUAN;VIGNES;ROJAS;2;5;1990;2;SANTA ELENA;7220;PUENTE ALTO;1;A;0
776;18331658;3;JACOB;VILLANUEVA;VILLALON;11;3;1997;2;SAN JOSE DE LA ESTRELLA;8933;LA FLORIDA;1;B;0
777;6685438;8;MARIA;DONOSO;MENDEZ;23;6;2000;1;SANTA TERESA;6758;ESTACION CENTRAL;1;A;0
778;18455269;8;DANIEL;GONZALEZ;PINTO;16;1;1988;2;ROBERTO ESPINOZA;3460;SANTIAGO;1;C;0
779;16741176;2;BRUNO;TOBAR;POLANCO;12;6;1995;2;RUFINA CASTILLO;8804;PUDAHUEL;1;A;0
780;13808679;8;JOSE;QUINTERO;SANCHEZ;2;9;1994;2;EDUCADORA ADELA ADWARDS;425;RECOLETA;1;A;0
781;16460063;7;LUIS;GOMEZ;MUÑOZ;15;7;1988;2;LAS ENCINAS ESQ. PORTALES;7358;ESTACION CENTRAL;1;A;0
782;15607259;1;JUAN;SALAS;CORNEJO;14;3;1989;2;PJE. PTO. FONCK;6987;QUILICURA;1;A;0
783;19751847;2;LORETO;ARAYA;PEREZ;7;6;1990;1;PJE.;3180;LO ESPEJO;1;A;0
784;17336142;4;DARLING;FIGUEROA;MENESES;25;1;1994;1;CABILDO;5669;SAN JOAQUIN;1;A;0
785;17337754;1;NICOLAS;PIZARRO;NUÑEZ;26;3;1995;2;AV. SUR;4926;MAIPU;1;A;0
786;10931418;8;MARIO;RAMOS;BERRIOS;12;1;1989;2;AV. LOS ZAPADORES;6851;RECOLETA;0; ;0
787;6769923;8;BENILDE;VALDENEGRO;CUEVAS;10;11;1993;1;PJE. GALICIA;5744;MAIPU;1;A;0
788;18626798;2;RUTH;CANALES;ACUÑA;16;12;2007;1;SAN LUIS DE MACUL;9691;PEÑALOLEN;1;A;0
789;4481229;0;HILDA;GODOY;VERA;6;1;1997;1;LAS TORRES;508;PEÑALOLEN;1;C;0
790;7987924;K;MARIA;NUÑEZ;JIMENEZ;1;10;1993;1;EINSTEIN;6042;RECOLETA;0; ;0
791;10990114;8;MARCELA;PINO;FARFAN;4;10;1988;1;CAQUENA;5640;LA REINA;1;C;0
792;15792879;1;CRISTIAN;RAMIREZ;ARRIAGADA;14;3;1988;2;VALENZUELA LLANOS;6431;PEDRO AGUIRRE CERDA;1;A;0
793;11834052;3;CLAUDIO;RAMIREZ;CUBILLOS;19;3;2000;2;PJE. N;3751;PEÑALOLEN;1;A;0
794;19259628;9;FELIPE;SEGOVIA;LOPEZ;11;1;2003;2;PJE. ALGARROBO;4961;RENCA;1;C;0
795;18933387;0;FRANCISCA;FAJARDO;OSORIO;25;7;1989;1;SANTA ROSA;9730;PUENTE ALTO;1;C;1
796;15818774;4;EDUARDO;OLIVARES;CONTRERAS;6;1;1987;2;ALTO DE LIPANGUE;4991;SAN BERNARDO;1;C;0
797;5654665;0;EMA;TRONCOSO;OLIVARES;16;2;2004;1;QUINCHAMALI;923;LA REINA;1;B;1
798;16804120;9;OSCAR;CARVAJAL;GANDARA;13;1;1990;2;GALVARINO;2089;MAIPU;1;B;0
799;8862592;7;CLAUDIA;ARREDONDO;REYNALDOS;1;9;1992;1;CHAYAVIENTOS;5995;PUENTE ALTO;1;B;0
800;8116799;0;MARIA;JARA;MIRANDA;27;6;1994;1;SAN FRANCISCO;1392;PUDAHUEL;0; ;1
801;17010462;5;MARISOL;QUINTEROS;PEREZ;7;3;1990;1;LOS APOSTOLES;9838;MACUL;1;A;0
802;10934258;0;RAMON;PIZARRO;OLIVA;26;12;2001;2;ORURO;5060;QUILICURA;1;C;0
803;10184477;3;ROCIO;GONZALEZ;PIZARRO;4;7;1987;1;AURORA DE CHILE;4292;INDEPENDENCIA;1;A;0
804;17624239;6;VIVIANA;HINOJOSA;ROJAS;6;10;2002;1;PATRICIA;557;LAS CONDES;1;A;1
805;17728243;K;LIZA;VEGA;SALINAS;4;9;1997;1;AV. INDEPENDENCIA;5475;INDEPENDENCIA;1;A;1
806;17109751;7;KARINA;MUÑOZ;CORTES;8;8;1986;1;PJE. LAS LLUVIAS;869;PUENTE ALTO;1;B;0
807;15410595;6;JUAN;MUÑOZ;ELGUIN;10;10;2007;2;RENE OLIVARES BECERRA;6183;MAIPU;1;A;0
808;12049583;6;JOHN;VALENZUELA;TORRES;6;10;1996;2;PJE. ECONOMIA;3595;CERRO NAVIA;0; ;0
809;13073890;7;JESUS;ABELEIDA;DONOSO;12;9;1995;2;LOMA LARGA;1615;LAS CONDES;1;A;0
810;13242789;5;MARCELO;CARVAJAL;MUÑOZ;23;1;1988;2;AGUSTO MATTE;5467;QUINTA NORMAL;1;C;0
811;4700337;7;JUAN;BUSTAMANTE;ASTE;6;9;1990;2;LOS TEHUELCHES;9156;HUECHURABA;1;A;1
812;5479357;K;WALDO;COLLAO;VILLARROEL;25;9;1990;2;AV. PORTUGAL;7716;SANTIAGO;1;B;0
813;17665952;1;JEAN;LOBOS;YAÑEZ;26;11;1988;2;AVES DEL PARAISO;4391;MAIPU;1;B;0
814;11475776;4;JESSICA;SALAMANCA;SALAMANCA;8;3;1990;1;SANTOS DUMONT;8917;RECOLETA;1;A;0
815;10557594;7;ALICIA;CORDERO;DIAZ;10;12;1990;1;RIO VOLCAN;9220;PUENTE ALTO;0; ;0
816;10949498;4;JUAN;LOPEZ;VARGAS;8;9;1989;2;WALKER MARTINEZ ESQ. AV. LA FLORIDA SUR;530;LA FLORIDA;1;A;1
817;17286907;6;PATRICIA;MESINA;ULLOA;1;3;1987;1;PORVENIR;8224;MAIPU;1;A;0
818;15601408;7;CRISTIAN;FLORES;MELLA;6;6;1997;2;LO ERRAZURIZ;5365;CERRILLOS;1;B;0
819;7048408;0;JORGE;VARGAS;PEREZ;12;5;2000;2;ANDRES AMENABAR;5171;MAIPU;1;A;1
820;7040906;2;LEONCIO;ALARCON;HIDALGO;14;8;2000;2;LAGO PARINACOTA;7661;MACUL;1;B;1
821;15390372;7;VICTOR;OLIVARES;NANCUANTE;28;4;1978;2;LOS ARBUSTOS;3237;QUILICURA;1;A;0
822;15314364;1;ELIZABETH;PLAZA;BECKER;10;4;1992;1;ROMA;2389;CONCHALI;0; ;1
823;20288386;9;GISELA;GOMEZ;GUZMAN;8;7;2003;1;ANCUD;7486;LA FLORIDA;1;A;0
824;17733420;0;MIRTA;IBARRA;VASQUEZ;12;8;1982;1;UNIVERSIDAD CATOLICA;9170;MAIPU;1;A;0
825;19341803;1;RAFAELLA;LARCO;VALENZUELA;18;7;2008;1;ARTURO PRAT;6669;RENCA;1;B;0
826;12392035;K;GLORIA;NUÑEZ;RODRIGUEZ;1;9;1983;1;SAN ALBERTO;9179;PUENTE ALTO;1;A;0
827;7168586;1;ALICIA;TRIGO;ROJO;26;1;2005;1;BRAVO LUCO;7092;PUDAHUEL;1;B;0
828;9038336;1;MAURICIO;MIRANDA;MERINO;30;4;1990;2;MANUELA ERRAZURIZ;1212;PEDRO AGUIRRE CERDA;1;A;0
829;10500390;0;SUSANA;HENRIQUEZ;ARANCIBIA;16;4;2003;1;LAGO ROSSELOT;690;PEÑALOLEN;1;A;0
830;16804685;5;LUISA;ALBARRAN;BARRERA;26;12;2000;1;LOS ESTUDIANTES;6823;CERRILLOS;0; ;0
831;18091212;6;JEREMY;MARIPANGUI;OLIVARES;22;2;1998;2;COYHAIQUE;6223;RENCA;1;C;0
832;18153073;1;ALDO;CARRASCO;SANCHEZ;6;12;2005;2;RAFAEL MATUS;5751;LA FLORIDA;1;A;1
833;17940842;2;SARA;CERDA;RAMIREZ;9;2;1989;1;SANTA ROSA;3771;SAN RAMON;1;C;0
834;4347000;0;JOSEFINA;DIAZ;CARRASCO;23;7;2002;1;JOSE MANUEL IRARRAZABAL;8739;MAIPU;1;B;1
835;9058187;2;SALOMON;VEGA;REYES;1;9;2002;2;COOPERACION;3474;PEDRO AGUIRRE CERDA;1;A;1
836;16402154;8;RIVERA;SILVA;LA;25;5;1999;2;MUNICH;5013;CONCHALI;1;C;0
837;17622991;8;ANGEL;GODOY;GUERRERO;24;5;1999;1;SANTA MARGARITA;7414;SANTIAGO;0; ;0
838;3622282;4;ERCILIA;CORREA;BARRA;16;11;1990;1;SAN PABLO;389;QUINTA NORMAL;0; ;1
839;5969040;K;SARA;LASTRA;MAUREIRA;17;4;2003;1;AV. JOSE PEDRO ALESSANDRI;8073;MACUL;1;C;0
840;16148333;8;MARITZA;MORGADO;AGUILAR;26;4;2002;1;JUANITA ORIENTE;6822;PUENTE ALTO;1;B;0
841;18859570;7;NICOL;CAMUS;CAMUS;9;12;1999;1;LOS TULIPANES;807;RENCA;1;A;0
842;17256148;9;GEORGINA;CORALES;MARTINEZ;11;4;1994;1;SAN PABLO;573;SANTIAGO;1;C;0
843;19707916;9;SOFIA;VICENCIO;TORRES;27;5;2003;1;MANUEL ANTONIO TOCORNAL;4847;SANTIAGO;1;C;1
844;14199339;9;LEONARDO;ASTORGA;ASTORGA;11;10;1999;2;SALVADOR GUTIERREZ;4309;CERRO NAVIA;1;B;1
845;10487112;7;ERIKA;VALLE;CASANOVA;11;4;1992;1;CLAUDIO ARRAU;5747;EL BOSQUE;1;A;0
846;15390379;4;ERIK;VALLE;GONZALEZ;26;12;1986;2;LOS LIRIOS;5222;LO PRADO;1;A;1
847;13141024;7;PEDRO;BENITEZ;OSSES;5;10;1989;2;AV. CALDERON DE LA BARCA;8702;SAN BERNARDO;1;A;1
848;2287750;K;MARTIN;ROJAS;TAPIA;19;11;1985;2;ANGOL;5474;RENCA;1;A;0
849;4700174;9;JULIO;ARNADO;ARACENA;12;1;2004;2;AV. EL VALLE;5095;PEÑALOLEN;1;A;0
850;13754903;4;LUIS;VICENCIO;DUARTE;29;6;2004;2;LEBRELES;7103;PUDAHUEL;1;A;1
